Tracing N1:
159,2
161,7
164,12
169,17
172,22
173,27
170,32
169,37
171,42
176,47
179,52
181,57
184,62
188,67
189,72
191,77
194,82
196,87
200,92
205,97
Tracing N2:
203,95
208,96
213,98
218,100
223,100
228,100
233,101
238,102
243,102
248,101
253,101
258,101
263,100
268,99
273,98
278,97
283,96
288,96
293,96
298,96
303,96
308,95
313,94
318,93
322,92
325,91
Tracing N3:
325,91
327,86
328,81
327,76
329,71
333,66
337,61
339,56
343,51
346,46
346,41
345,36
345,31
347,26
347,21
347,16
347,11
348,7
348,4
Tracing N4:
325,91
330,91
335,92
340,94
344,99
349,104
354,109
359,113
364,117
369,122
374,126
379,131
384,136
389,140
393,142
396,142
Tracing N5:
393,142
396,147
398,152
399,157
398,162
398,166
400,169
Tracing N6:
399,168
394,169
389,171
384,176
379,181
374,186
369,191
364,195
359,199
354,203
349,206
344,211
339,216
334,220
329,225
324,229
319,233
314,237
309,242
304,246
299,250
294,255
289,259
284,263
279,267
274,272
269,277
264,282
259,287
254,292
249,297
244,302
239,306
234,311
230,316
227,321
227,325
227,327
Tracing N7:
228,323
228,318
229,313
230,308
227,303
224,298
222,293
220,288
219,283
217,278
216,273
214,268
211,263
209,258
207,253
204,248
202,243
200,238
198,233
196,228
193,223
189,218
186,213
184,210
Tracing N8:
183,209
183,204
184,199
185,194
185,189
186,184
189,179
191,174
193,169
196,164
197,159
197,154
198,149
199,144
198,139
198,134
199,129
203,124
206,119
206,114
206,109
206,104
205,99
202,95
199,92
Tracing N9:
183,209
178,204
173,201
168,198
163,196
158,195
153,191
148,187
143,183
138,180
133,179
128,177
123,175
118,175
113,175
108,174
103,173
98,171
93,167
88,165
83,165
78,165
73,165
68,164
63,163
58,163
53,160
48,157
43,156
38,156
33,154
28,153
23,151
18,148
13,147
8,148
4,150
1,151
Tracing N14:
39,641
41,636
44,631
45,626
46,621
48,616
52,611
57,606
62,601
67,596
72,591
77,586
80,581
84,576
89,571
94,567
99,563
104,560
109,556
112,553
Tracing N15:
39,642
40,647
44,652
48,657
53,662
58,667
63,672
68,676
73,681
78,686
83,691
88,696
93,701
98,706
102,711
107,716
112,721
116,726
121,731
125,736
129,741
134,746
138,751
143,756
148,761
153,766
158,771
163,776
168,781
173,786
178,791
182,796
185,801
189,806
194,811
199,816
204,821
209,826
213,831
217,836
221,841
226,846
231,851
235,856
240,860
244,861
Tracing N16:
112,554
114,559
118,564
123,568
128,573
133,578
138,583
143,587
148,591
153,594
158,597
163,600
168,604
173,608
178,611
183,614
188,618
193,621
198,625
203,629
208,632
213,636
218,639
223,643
228,646
233,650
238,654
243,658
248,662
253,666
258,669
263,672
268,676
273,681
278,685
283,689
288,693
293,697
298,701
303,704
308,708
313,712
318,717
323,721
328,723
333,727
338,731
343,736
348,740
353,743
358,747
361,750
Tracing N17:
367,756
363,751
362,746
363,741
363,736
363,731
363,726
361,721
358,716
356,711
354,706
352,701
349,696
346,691
345,686
344,681
343,676
341,671
339,666
337,661
335,656
333,651
330,646
328,641
326,636
324,631
321,626
319,621
316,616
315,611
312,606
310,601
308,596
306,591
304,586
302,581
300,576
298,571
296,566
294,561
291,556
289,551
288,546
287,541
285,536
282,531
280,526
278,521
277,516
275,511
273,506
270,501
268,496
266,491
264,486
263,481
260,476
258,471
257,466
255,461
253,456
251,451
249,446
247,441
244,436
241,431
240,426
238,421
234,416
232,411
231,406
229,401
227,396
225,391
223,386
221,381
220,376
218,371
214,366
213,361
213,356
Tracing N18:
213,356
217,351
220,346
223,341
225,336
225,331
226,327
226,325
Tracing N19:
226,325
231,330
236,334
241,336
246,337
251,339
256,341
261,346
266,350
271,355
276,360
281,364
286,368
291,372
296,375
301,378
306,381
311,385
316,388
321,393
326,398
331,402
336,407
339,411
341,413
Tracing N20:
341,413
346,414
351,412
356,408
361,407
366,407
371,407
376,407
381,407
386,406
391,405
396,405
401,406
406,406
411,406
416,405
421,404
426,404
431,405
436,404
441,404
446,404
451,405
456,405
461,404
466,404
471,404
476,404
481,403
486,401
491,400
496,400
501,400
506,400
511,400
516,399
521,397
526,396
531,395
536,395
541,394
546,393
551,393
556,392
561,392
566,392
571,390
576,388
581,385
586,384
591,384
596,386
599,388
Tracing N21:
589,383
585,378
582,373
579,368
576,363
573,358
570,353
566,348
562,343
558,338
553,333
549,328
544,323
541,318
537,313
532,308
528,303
523,298
519,293
515,288
510,283
505,278
501,273
496,268
491,263
487,258
483,253
478,248
473,243
468,238
464,233
459,228
455,223
450,218
445,213
440,208
435,203
430,198
426,193
421,188
417,183
412,178
407,173
403,170
400,169
Tracing N23:
582,84
587,79
591,74
595,69
599,64
Tracing N24:
599,64
594,62
589,59
584,54
580,49
577,44
574,39
570,34
568,29
567,24
566,19
565,14
562,9
560,5
Tracing N25:
605,66
610,64
615,61
620,60
625,60
630,59
635,57
640,56
645,55
650,53
655,51
660,50
665,48
670,46
675,45
680,44
685,42
690,40
695,38
700,37
705,36
710,34
715,33
720,32
725,30
730,28
735,26
740,25
745,24
750,22
755,20
760,18
765,16
770,15
775,13
780,11
785,9
790,8
795,6
799,5
801,4
Tracing N27:
614,100
609,103
606,107
605,112
605,117
604,122
604,127
604,132
605,137
604,142
604,147
604,152
604,157
604,162
605,167
606,172
606,177
607,182
607,187
607,192
608,197
609,202
610,207
610,212
610,217
612,222
614,227
614,232
616,237
617,242
617,247
618,252
619,257
621,262
622,267
623,272
624,277
625,282
626,287
627,292
628,297
629,302
630,307
631,312
633,317
636,322
638,327
638,332
639,337
642,342
646,346
649,347
Tracing N28:
614,100
619,100
624,101
629,103
634,106
639,107
644,110
649,112
654,114
659,115
664,115
669,115
674,117
679,120
684,122
689,123
694,124
699,125
704,127
709,129
714,130
719,131
724,132
729,134
734,138
738,139
Tracing N29:
737,139
741,143
743,148
743,153
743,158
746,163
750,168
754,173
757,178
760,183
762,188
766,193
769,198
772,203
775,208
778,213
781,218
785,223
789,228
792,233
795,238
798,243
800,248
803,253
807,258
810,263
813,268
816,273
820,278
823,283
826,288
829,293
833,298
835,303
838,308
842,313
844,318
844,323
Tracing N30:
845,324
840,325
835,326
830,327
825,328
820,331
815,335
810,337
805,337
800,337
795,338
790,338
785,338
780,338
775,339
770,341
765,342
760,343
755,343
750,342
745,342
740,342
735,343
730,344
725,345
720,345
715,347
710,348
705,348
700,349
695,351
690,353
685,353
680,351
675,349
670,347
665,346
660,344
655,345
651,346
649,347
Tracing N36:
345,416
350,421
353,426
356,431
360,436
364,441
369,446
374,451
378,456
383,461
388,466
392,471
396,476
399,481
402,486
406,491
410,496
415,501
418,506
421,511
425,516
430,521
434,526
437,531
438,536
441,541
444,546
447,551
451,556
454,561
459,566
463,571
467,576
472,581
477,586
481,591
485,596
489,601
492,606
495,611
499,616
504,621
509,626
513,631
516,636
518,641
521,646
526,651
530,656
535,661
539,666
541,671
544,676
547,681
549,686
553,691
554,696
552,700
Tracing N37:
551,691
556,692
561,693
566,692
571,692
576,690
581,689
586,688
591,687
603,681
Tracing N40:
907,526
902,529
900,534
900,539
899,544
897,549
893,554
889,559
884,564
879,569
875,574
871,579
867,584
862,589
857,594
852,599
847,604
843,609
840,614
837,619
832,624
827,629
822,634
817,639
812,644
808,649
804,654
799,659
796,664
792,669
787,674
782,679
778,684
774,689
769,694
764,699
760,704
759,709
758,714
754,719
750,724
746,729
741,734
736,739
731,743
713,749
Tracing N42:
551,691
553,696
550,701
545,706
540,711
535,715
530,719
525,720
520,723
515,727
510,732
505,737
500,742
495,747
490,752
485,757
480,762
475,767
470,772
466,777
462,782
457,787
452,792
447,797
442,802
437,806
432,808
427,809
422,811
417,813
412,813
409,813
Tracing N43:
409,813
404,809
399,804
394,799
390,794
387,789
386,784
384,779
380,774
377,769
373,764
370,760
369,758
Tracing N44:
246,860
251,859
256,857
261,855
266,855
271,859
276,862
281,864
286,861
291,859
296,858
301,857
306,856
311,857
316,855
321,854
326,853
331,852
336,851
341,851
346,849
351,846
356,845
361,844
366,843
371,843
376,843
381,842
386,841
391,842
396,845
Tracing N45:
393,841
398,838
403,833
407,828
410,823
411,818
409,813
Tracing N46:
397,839
402,838
407,840
412,845
417,849
422,852
427,856
432,860
437,865
442,870
447,874
Tracing N48:
642,915
647,912
652,907
657,902
662,897
666,892
670,887
675,882
679,877
682,872
686,867
691,862
696,857
701,852
706,847
710,842
715,837
720,832
725,827
730,824
735,820
739,815
742,810
741,805
Tracing N49:
742,808
740,803
738,798
736,793
733,788
732,783
731,778
730,773
727,768
723,763
720,758
718,753
715,749
713,747
Tracing N50:
744,808
749,812
754,814
759,814
764,814
769,815
774,818
779,819
784,820
788,822
789,824
Tracing N51:
793,824
788,827
783,831
779,836
776,841
775,846
776,851
778,856
778,861
778,866
777,871
776,876
776,881
776,886
777,891
778,896
779,901
780,906
781,911
781,916
782,921
782,926
783,931
783,936
784,941
785,946
786,951
787,956
787,961
788,966
790,971
791,976
792,981
793,986
794,991
794,996
795,1001
797,1006
799,1011
